selling_price,year,km_driven,mileage,engine,max_power,age,make,model,Individual,Trustmark Dealer,Diesel,Electric,LPG,Petrol,Manual,X5,X.5
1.8,2011,90000,19,998,67.1,12,MARUTI,ZEN ESTILO VXI BSIV,1,0,0,0,0,1,1,1,0
3.95,2013,56000,15.04,1598,103.6,10,VOLKSWAGEN,VENTO PETROL HIGHLINE,0,0,0,0,0,1,1,1,0
8,2017,80000,25.5,1498,98.6,6,HONDA,WR-V I-DTEC VX,1,0,1,0,0,0,1,1,0
1.8,2017,120000,25.44,936,56.3,6,CHEVROLET,BEAT DIESEL PS,1,0,1,0,0,0,1,1,0
3,2017,15000,22.5,999,67,6,DATSUN,REDIGO 1.0 S,1,0,0,0,0,1,1,1,0
1.34,2010,80000,17,1405,70,13,TATA,INDIGO LX,1,0,1,0,0,0,1,1,0
6.1,2017,80000,28.4,1248,74.02,6,MARUTI,SWIFT DZIRE AMT VDI,1,0,1,0,0,0,0,1,0
5,2018,30000,17.8,1198,86.7,5,HONDA,AMAZE E I-VTEC,1,0,0,0,0,1,1,1,0
1.2,2006,110000,17,1086,5,17,HYUNDAI,SANTRO XING XG AT ERLX EURO II,1,0,0,0,0,1,0,1,0
7.2,2015,75000,23.65,1248,88.5,8,MARUTI,SX4 S CROSS DDIS 200 ZETA,1,0,1,0,0,0,1,1,0
3.5,2017,30000,27.62,793,47,6,MARUTI,CELERIO ZDI,1,0,1,0,0,0,1,1,0
1.5,2008,100000,18.9,1061,67,15,MARUTI,WAGON R LXI MINOR,1,0,0,0,0,1,1,1,0
2.1,2011,110000,21.1,1248,73.9,12,MARUTI,RITZ VDI,1,0,1,0,0,0,1,1,0
7,2015,59000,26,1498,98.6,8,HONDA,CITY I DTEC VX,0,0,1,0,0,0,1,1,0
2.25,2011,160000,20,1399,68,12,FORD,FIGO DIESEL TITANIUM,1,0,1,0,0,0,1,1,0
7,2016,50000,26.59,1248,74,7,MARUTI,SWIFT DZIRE VDI,1,0,1,0,0,0,1,1,0
2.8,2013,10000,18.6,1199,79.4,10,CHEVROLET,BEAT LS,1,0,0,0,0,1,1,1,0
5.65,2015,110000,20.77,1248,88.76,8,MARUTI,ERTIGA VDI,1,0,1,0,0,0,1,0,1
4.11,2015,47532,17.71,1197,78.9,8,TOYOTA,ETIOS LIVA G,0,0,0,0,0,1,1,1,0
1.2,2009,102558,18.9,1061,67,14,MARUTI,WAGON R LXI MINOR,1,0,0,0,0,1,1,1,0
1.7,2013,40000,21.1,814,55.2,10,HYUNDAI,EON ERA PLUS,1,0,0,0,0,1,1,1,0
6.9,2017,66000,18.49,1493,100,6,MAHINDRA,TUV 300 T8,0,0,1,0,0,0,1,0,1
1.9,2010,35000,20.36,1197,78.9,13,HYUNDAI,I10 MAGNA 1.2,0,0,0,0,0,1,1,1,0
9,2014,110000,12.99,2494,100.6,9,TOYOTA,INNOVA 2.5 Z DIESEL 7 SEATER,1,0,1,0,0,0,1,0,1
2.85,2011,80000,22.9,1248,74,12,MARUTI,SWIFT VDI,1,0,1,0,0,0,1,1,0
20.9025,2017,34000,19.16,2494,157.7,6,TOYOTA,CAMRY 2.5 HYBRID,0,0,0,0,0,1,0,1,0
2,2014,190000,19.1,1405,70,9,TATA,VISTA TDI LS,1,0,1,0,0,0,1,1,0
5.7,2019,27000,19.95,1197,81.8,4,MARUTI,SWIFT DZIRE TOUR 1.2 S STD OPT,0,0,0,0,0,1,1,1,0
13.75,2013,39000,14.84,2143,170,10,MERCEDES-BENZ,C-CLASS 220 CDI AT,0,0,1,0,0,0,0,1,0
8.51,2016,48500,15.4,2179,120,7,MAHINDRA,SCORPIO S4 7 SEATER,0,0,1,0,0,0,1,0,1
6,2016,40000,22.77,1498,98.59,7,FORD,ECOSPORT 2015-2021 1.5 TDCI TREND PLUS BE BSIV,1,0,1,0,0,0,1,1,0
5,2012,80000,23.59,1364,5,11,TOYOTA,ETIOS GD,1,0,1,0,0,0,1,1,0
11.25,2016,54000,14.28,1798,138.03,7,TOYOTA,COROLLA ALTIS VL AT,0,0,0,0,0,1,0,1,0
5.3,2019,20000,22,1197,81.8,4,MARUTI,SWIFT VXI 2018,1,0,0,0,0,1,1,1,0
6.5,2013,53000,19.01,1461,108.45,10,RENAULT,DUSTER 110PS DIESEL RXL,1,0,1,0,0,0,1,1,0
6,2017,36000,19.3,1248,73.9,6,MARUTI,SWIFT DZIRE VDI,0,0,1,0,0,0,1,1,0
3.85,2013,78000,19.1,1197,85.8,10,MARUTI,SWIFT DZIRE VXI,0,0,0,0,0,1,1,1,0
8.5,2019,26000,17.5,1199,88.7,4,HONDA,WR-V I-VTEC VX,0,0,0,0,0,1,1,1,0
13,2018,35000,20.5,1582,126.2,5,HYUNDAI,CRETA 1.6 SX OPTION DIESEL,1,0,1,0,0,0,1,1,0
4.85,2016,24000,20.4,1197,83.11,7,MARUTI,SWIFT VXI GLORY LIMITED EDITION,0,0,0,0,0,1,1,1,0
3.2,2017,14400,23.95,998,67.05,6,MARUTI,ALTO K10 VXI,1,0,0,0,0,1,1,1,0
6,2016,100000,15.96,2523,62.1,7,MAHINDRA,BOLERO 2011-2019 ZLX,1,0,1,0,0,0,1,0,1
3.6,2019,5700,23.01,999,67,4,RENAULT,KWID 1.0 RXL 02 ANNIVERSARY EDITION,0,0,0,0,0,1,1,1,0
4.75,2020,100,20.3,1086,68,3,HYUNDAI,SANTRO ERA,1,0,0,0,0,1,1,1,0
15,2012,200000,16.09,1995,184,11,BMW,X3 XDRIVE20D,1,0,1,0,0,0,0,1,0
3.8,2018,70000,17.57,1193,88.7,5,TATA,ZEST REVOTRON 1.2 XT,1,0,0,0,0,1,1,1,0
10.5,2011,127000,11.5,2982,171,12,TOYOTA,FORTUNER 3.0 DIESEL,1,0,1,0,0,0,1,0,1
6.98,2017,72000,24,1396,88.76,6,HYUNDAI,VERNA CRDI 1.4 EX,0,0,1,0,0,0,1,1,0
5,2010,60000,13.5,2609,115,13,MAHINDRA,SCORPIO GATEWAY 2WD,1,0,1,0,0,0,1,1,0
14.5,2011,40000,10,2148,170,12,MERCEDES-BENZ,E-CLASS E 220 CDI AVANTGARDE,0,0,1,0,0,0,0,1,0
5.9,2018,14000,22,1197,81.8,5,MARUTI,SWIFT VXI 2018,0,0,0,0,0,1,1,1,0
7.5,2017,70000,22.77,1498,98.59,6,FORD,ECOSPORT 2015-2021 1.5 TDCI TITANIUM PLUS BSIV,1,0,1,0,0,0,1,1,0
2.9,2016,120000,20.51,998,67.04,7,MARUTI,WAGON R VXI OPTIONAL,1,0,0,0,0,1,1,1,0
8.75,2014,50000,12.99,2494,100,9,TOYOTA,INNOVA 2.5 G (DIESEL) 7 SEATER,0,0,1,0,0,0,1,0,1
3.7,2013,113000,23.59,1364,67.04,10,TOYOTA,ETIOS GD,0,0,1,0,0,0,1,1,0
3,2012,60000,19,998,67.1,11,MARUTI,ZEN ESTILO VXI BSIV,1,0,0,0,0,1,1,1,0
3,2008,120000,13.1,2499,141,15,FORD,ENDEAVOUR 2.5L 4X2 MT,1,0,1,0,0,0,1,0,1
4.2,2013,33537,19.1,1197,85.8,10,MARUTI,SWIFT DZIRE ZXI,0,0,0,0,0,1,1,1,0
4,2017,12000,20.63,1198,67,6,DATSUN,GO T BSIV,1,0,0,0,0,1,1,1,0
4.75,2015,75000,21.7,1498,98.96,8,FORD,ECOSPORT 2015-2021 1.5 DIESEL TREND,0,0,1,0,0,0,1,1,0
1.5,2004,15000,13.6,2523,5,19,MAHINDRA,BOLERO GLX,1,0,1,0,0,0,1,0,1
6,2016,40000,17.19,1197,81.86,7,HYUNDAI,I20 ACTIVE 1.2,1,0,0,0,0,1,1,1,0
7,2018,40000,17.19,1197,81.86,5,HYUNDAI,I20 ACTIVE 1.2 SX,0,0,0,0,0,1,1,1,0
1.25,2007,120000,11.3,1298,83.1,16,MARUTI,VERSA DX1 8-SEATER BSIII SINGLE A/C,1,0,0,0,0,1,1,0,1
4,2015,45000,20.5,1598,103.5,8,SKODA,RAPID 1.6 TDI AMBITION,0,0,1,0,0,0,1,1,0
8.25,2017,60000,15.8,1591,121.3,6,HYUNDAI,CRETA 1.6 E PLUS,0,0,0,0,0,1,1,1,0
4.5,2013,80000,20.46,1461,83.8,10,RENAULT,DUSTER 85PS DIESEL RXL OPTIONAL,1,0,1,0,0,0,1,1,0
5,2015,70000,17.3,1497,117.3,8,HONDA,MOBILIO S I VTEC,1,0,0,0,0,1,1,0,1
7.75,2015,70000,19.67,1582,126.2,8,HYUNDAI,CRETA 1.6 CRDI SX PLUS,0,0,1,0,0,0,1,1,0
5,2017,25000,20.3,1199,84,6,TATA,TIGOR 1.2 REVOTRON XZ OPTION,1,0,0,0,0,1,1,1,0
5.4,2015,50000,15.85,1499,110.4,8,FORD,ECOSPORT 2015-2021 1.5 TI VCT MT TREND BSIV,1,0,0,0,0,1,1,1,0
3.8,2015,49000,25.2,1248,74,8,MARUTI,SWIFT VDI BSIV,1,0,1,0,0,0,1,1,0
4.5,2017,10000,23.84,1199,84,6,TATA,TIAGO 1.2 REVOTRON XT OPTION,1,0,0,0,0,1,1,1,0
10.5,2015,50000,19.3,1968,141,8,SKODA,OCTAVIA ZEAL ELEGANCE 2.0 TDI AT,0,0,1,0,0,0,0,1,0
7.8,2016,51303,23,1498,98.96,7,FORD,ECOSPORT 2015-2021 1.5 DIESEL TITANIUM BSIV,0,0,1,0,0,0,1,1,0
11.95,2012,39000,17.11,1968,174.33,11,AUDI,A4 2.0 TDI 177 BHP PREMIUM PLUS,0,0,1,0,0,0,0,1,0
17,2012,50000,16.2,2993,258,11,BMW,5 SERIES 530D,0,0,1,0,0,0,0,1,0
3.5,2015,38000,19.81,1086,68.05,8,HYUNDAI,I10 SPORTZ 1.1L,1,0,0,0,0,1,1,1,0
5.61,2015,42135,21,1498,74.96,8,MAHINDRA,BOLERO B4,0,0,1,0,0,0,1,0,1
9,2015,120000,15.4,1997,120,8,MAHINDRA,SCORPIO 1.99 S10 4WD,1,0,1,0,0,0,1,0,1
2.5,2012,60000,18.9,998,67.1,11,MARUTI,WAGON R VXI BS IV WITH ABS,1,0,0,0,0,1,1,1,0
4,2015,20000,18.5,1198,86.8,8,HONDA,BRIO 1.2 VX MT,0,0,0,0,0,1,1,1,0
6.25,2018,50000,18.6,1197,81.83,5,HYUNDAI,I20 1.2 ASTA,1,0,0,0,0,1,1,1,0
5.5,2019,3000,23.84,1199,84,4,TATA,TIAGO 1.2 REVOTRON XZ PLUS,1,0,0,0,0,1,1,1,0
2.05,2010,35760,23.95,998,67.05,13,MARUTI,ALTO K10 VXI,0,0,0,0,0,1,1,1,0
2.15,2012,76000,25.44,936,57.6,11,CHEVROLET,BEAT DIESEL LT,1,0,1,0,0,0,1,1,0
3.7,2012,90000,22.32,1582,126.32,11,HYUNDAI,VERNA 1.6 SX,1,0,1,0,0,0,1,1,0
12.75,2013,80000,12.39,2179,147.51,10,LAND,ROVER FREELANDER 2 SE,0,0,1,0,0,0,0,1,0
9.8,2019,50000,18.49,1493,100,4,MAHINDRA,TUV 300 T10 OPT DUAL TONE BSIV,1,0,1,0,0,0,1,0,1
3.49,2011,100000,20,1968,138.1,12,SKODA,LAURA AMBIENTE 2.0 TDI CR AT,1,0,1,0,0,0,0,1,0
2.3,2013,39000,17.92,1086,62.1,10,HYUNDAI,SANTRO XING GL PLUS,0,0,0,0,0,1,1,1,0
4,2017,63000,20.5,1248,91.7,6,FIAT,PUNTO EVO 1.3 EMOTION,1,0,1,0,0,0,1,1,0
3.6,2016,72000,20.5,1248,91.7,7,FIAT,PUNTO EVO 1.3 DYNAMIC,1,0,1,0,0,0,1,1,0
2.85,2013,50000,23.08,1461,63.1,10,NISSAN,MICRA DIESEL XV,0,0,1,0,0,0,1,1,0
10.25,2018,12000,17.1,1591,121.3,5,HYUNDAI,VERNA 1.6 SX VTVT (O),0,0,0,0,0,1,1,1,0
5,2014,70000,23.4,1248,74,9,MARUTI,SWIFT DZIRE ZDI,1,0,1,0,0,0,1,1,0
2.15,2015,94494,21.1,814,55.2,8,HYUNDAI,EON MAGNA PLUS,1,0,0,0,0,1,1,1,0
4.65,2014,27233,27.4,1498,98.63,9,HONDA,AMAZE E DIESEL BSIV,0,0,1,0,0,0,1,1,0
13,2012,100000,11.5,2982,169,11,TOYOTA,FORTUNER 4X2 4 SPEED AT,1,0,1,0,0,0,0,0,1
2.75,2013,55000,19,998,66.1,10,MARUTI,A STAR VXI,0,0,0,0,0,1,1,1,0
3.4,2013,49364,25.8,1498,98.6,10,HONDA,AMAZE ANNIVERSARY EDITION,0,0,1,0,0,0,1,1,0
4.68,2015,64366,28.4,1248,74,8,MARUTI,SWIFT VDI,0,0,1,0,0,0,1,1,0
16,2013,177000,14.21,2143,203,10,MERCEDES-BENZ,E-CLASS E250 CDI CLASSIC,1,0,1,0,0,0,0,1,0
5.5,2015,30000,22.54,1396,88.73,8,HYUNDAI,I20 ASTA 1.4 CRDI,1,0,1,0,0,0,1,1,0
6.5,2019,18000,18.6,1197,81.86,4,HYUNDAI,I20 MAGNA PLUS BSIV,1,0,0,0,0,1,1,1,0
3.4,2016,30000,20.51,998,67.04,7,MARUTI,WAGON R STINGRAY VXI,1,0,0,0,0,1,1,1,0
9.5,2016,70000,19.67,1582,126.2,7,HYUNDAI,CRETA 1.6 CRDI SX OPTION,1,0,1,0,0,0,1,1,0
5.4,2016,15000,20.85,1197,83.14,7,MARUTI,SWIFT DZIRE VXI,1,0,0,0,0,1,1,1,0
5,2014,80000,17.9,1998,163.7,9,CHEVROLET,CRUZE LTZ,1,0,1,0,0,0,1,1,0
3,2013,62256,20,1399,68.05,10,FORD,FIGO DIESEL EXI,0,0,1,0,0,0,1,1,0
3.1,2011,89500,23.5,1498,90,12,FORD,FIESTA TITANIUM 1.5 TDCI,1,0,1,0,0,0,1,1,0
3.69,2016,35000,18.16,1196,86.8,7,FORD,ASPIRE 1.2 TI-VCT TREND,1,0,0,0,0,1,1,1,0
5.25,2016,34000,18.7,1199,88.7,7,HONDA,JAZZ 1.2 S I VTEC,0,0,0,0,0,1,1,1,0
0.95,2012,14000,25.4,624,37.48,11,TATA,NANO LX,0,0,0,0,0,1,1,0,0
6.8,2016,70000,22.54,1396,88.73,7,HYUNDAI,I20 2015-2017 ASTA 1.4 CRDI,1,0,1,0,0,0,1,1,0
4.65,2015,68082,23.4,1248,74,8,MARUTI,SWIFT DZIRE LDI,0,0,1,0,0,0,1,1,0
7.6,2018,30000,28.4,1248,74,5,MARUTI,SWIFT AMT DDIS ZDI,0,0,1,0,0,0,1,1,0
9.5,2019,38280,15.29,1591,121.3,4,HYUNDAI,CRETA 1.6 VTVT E PLUS,0,1,0,0,0,1,1,1,0
1,2005,84000,14,1061,64,18,MARUTI,WAGON R LXI BSIII,1,0,0,0,0,1,1,1,0
5.75,2019,8073,20.4,1194,94.93,4,FORD,FIGO TITANIUM BSIV,0,1,0,0,0,1,1,1,0
2.5,2010,150000,13,2489,95,13,MAHINDRA,XYLO D2,1,0,1,0,0,0,1,0,1
3.65,2018,76826,15.1,1196,73,5,MARUTI,EECO 5 STR WITH AC PLUS HTR CNG,0,0,0,0,0,0,1,1,0
20,2018,70000,11.18,2696,184,5,MAHINDRA,SSANGYONG REXTON RX7,1,0,1,0,0,0,0,0,1
5.65,2015,36000,22.77,1498,98.59,8,FORD,ECOSPORT 2015-2021 1.5 TDCI TITANIUM BSIV,0,0,1,0,0,0,1,1,0
6.5,2017,50000,23,1498,98.96,6,FORD,ECOSPORT 2015-2021 1.5 DIESEL TITANIUM BSIV,1,0,1,0,0,0,1,1,0
4,2010,158000,11.79,2179,120,13,MAHINDRA,SCORPIO VLS AT 2.2 MHAWK,1,0,1,0,0,0,0,0,1
6.5,2019,15000,22,1197,81.8,4,MARUTI,SWIFT AMT VXI BSIV,0,0,0,0,0,1,0,1,0
2.99,2012,52000,18.6,1197,85.8,11,MARUTI,SWIFT LXI,0,0,0,0,0,1,1,1,0
0.85,2007,80000,20.51,998,67.04,16,MARUTI,WAGON R STINGRAY LXI,0,0,0,0,0,1,1,1,0
20.9025,2014,40000,12.07,2967,241.4,9,AUDI,Q7 2006-2020 3.0 TDI QUATTRO PREMIUM PLUS,0,0,1,0,0,0,0,0,1
4.75,2014,49000,18.9,1197,81.86,9,HYUNDAI,GRAND I10 AT SPORTZ,0,0,0,0,0,1,0,1,0
3,2011,15000,13.3,1199,79.4,12,CHEVROLET,BEAT LT LPG,1,0,0,0,1,0,1,1,0
3.26,2013,67000,19.4,1198,86.8,10,HONDA,BRIO V MT,0,0,0,0,0,1,1,1,0
10.35,2019,8500,14.84,1598,103.2,4,SKODA,RAPID 1.6 MPI AT STYLE BSIV,0,0,0,0,0,1,0,1,0
2.89,2010,78000,20.5,1598,105,13,VOLKSWAGEN,VENTO IPL II DIESEL TRENDLINE,0,0,1,0,0,0,1,1,0
20.9025,2016,67000,11.4,2953,153.86,7,FORD,ENDEAVOUR 3.0L 4X2 AT,0,0,1,0,0,0,0,0,1
7.75,2018,19000,18.2,1199,88.7,5,HONDA,JAZZ V CVT,0,0,0,0,0,1,0,1,0
3.5,2011,80000,20.54,1598,103.6,12,VOLKSWAGEN,VENTO DIESEL HIGHLINE,1,0,1,0,0,0,1,1,0
2.7,2018,40000,24.7,796,47.3,5,MARUTI,ALTO 800 LXI,1,0,0,0,0,1,1,1,0
4.5,2014,109000,25.8,1498,98.6,9,HONDA,AMAZE S I-DTECH,0,0,1,0,0,0,1,1,0
6.4,2015,13000,20.73,1373,91.1,8,MARUTI,CIAZ ZXI PLUS,0,0,0,0,0,1,1,1,0
4.9,2015,62220,24,1120,70,8,HYUNDAI,GRAND I10 CRDI SPORTZ,0,0,1,0,0,0,1,1,0
4,2017,50000,26.6,998,58.16,6,MARUTI,WAGON R LXI CNG,1,0,0,0,0,0,1,1,0
8.35,2017,90000,25.5,1498,98.6,6,HONDA,WR-V I-DTEC VX,1,0,1,0,0,0,1,1,0
11.5,2017,34000,21.38,1396,88.7,6,HYUNDAI,CRETA 1.4 CRDI S PLUS,1,0,1,0,0,0,1,1,0
6.25,2015,28800,14.3,1598,103.52,8,SKODA,RAPID 1.6 MPI AT ELEGANCE,0,0,0,0,0,1,0,1,0
13.25,2018,21000,15.1,2179,152.87,5,MAHINDRA,XUV500 W7 BSIV,0,0,1,0,0,0,1,0,1
6.6,2016,56000,17.8,1497,117.3,7,HONDA,CITY I VTEC SV,0,0,0,0,0,1,1,1,0
7.8,2012,120000,15.1,2179,140,11,MAHINDRA,XUV500 W8 AWD,1,0,1,0,0,0,1,0,1
4.8,2008,184000,12.8,2494,102,15,TOYOTA,INNOVA 2.5 V DIESEL 8-SEATER,0,0,1,0,0,0,1,0,1
11.25,2016,108000,12.99,2494,100.6,7,TOYOTA,INNOVA 2.5 VX (DIESEL) 8 SEATER,0,0,1,0,0,0,1,0,1
2.8,2017,33383,16.8,796,34.2,6,MARUTI,OMNI E MPI STD,0,0,0,0,0,1,1,0,1
6,2019,40000,18.9,1197,81.86,4,HYUNDAI,GRAND I10 1.2 KAPPA SPORTZ DUAL TONE,1,0,0,0,0,1,1,1,0
3.7,2010,70000,17,1497,118,13,HONDA,CITY 1.5 V MT,0,0,0,0,0,1,1,1,0
5,2016,90000,18.2,1248,73.74,7,CHEVROLET,ENJOY 1.3 TCDI LS 8,1,0,1,0,0,0,1,0,1
3.25,2013,48000,18.78,999,75,10,VOLKSWAGEN,POLO 2015-2019 1.0 MPI COMFORTLINE,0,0,0,0,0,1,1,1,0
3.99,2018,56000,25.4,1186,73.97,5,HYUNDAI,XCENT 1.2 CRDI E PLUS,0,0,1,0,0,0,1,1,0
4.65,2018,15978,23.1,998,67.04,5,MARUTI,CELERIO ZXI OPTIONAL MT BSIV,0,0,0,0,0,1,1,1,0
5.95,2015,87828,17.4,1497,117.3,8,HONDA,CITY I VTEC SV,0,0,0,0,0,1,1,1,0
13.75,2016,32000,18.23,1582,126.2,7,HYUNDAI,ELANTRA 1.6 SX OPTION AT,0,0,1,0,0,0,0,1,0
12,2018,30000,16,2179,140,5,MAHINDRA,XUV500 W4,1,0,1,0,0,0,1,0,1
7.45,2017,52000,21.19,1396,88.76,6,HYUNDAI,I20 ACTIVE SX DIESEL,0,0,1,0,0,0,1,1,0
18.9,2018,28000,11.36,2755,171.5,5,TOYOTA,INNOVA CRYSTA 2016-2020 2.8 GX AT 8S BSIV,0,0,1,0,0,0,0,0,1
3.15,2013,93500,22.07,1199,73.9,10,VOLKSWAGEN,POLO DIESEL COMFORTLINE 1.2L,1,0,1,0,0,0,1,1,0
0.85,2014,22270,23.9,624,37.48,9,TATA,NANO XT,1,0,0,0,0,1,1,0,0
17,2014,64000,17.68,1968,174.33,9,AUDI,A6 35 TDI TECHNOLOGY,0,0,1,0,0,0,0,1,0
4.45,2010,48003,12.8,2354,177.6,13,HONDA,NEW ACCORD 2008-2011 2.4 MT,0,0,0,0,0,1,1,1,0
2,2010,102000,20.52,1197,81.8,13,MARUTI,WAGON R VXI 1.2,0,0,0,0,0,1,1,1,0
4.5,2016,30000,19.44,1198,67,7,DATSUN,GO PLUS T BSIV,1,0,0,0,0,1,1,0,1
7.25,2015,70000,22.7,1598,118,8,MARUTI,SX4 S CROSS DDIS 320 ALPHA,1,0,1,0,0,0,1,1,0
5.85,2013,68500,22.8,1373,80.9,10,MARUTI,ERTIGA VXI CNG,0,0,0,0,0,0,1,0,1
2.4,2014,120000,19.09,1405,69.01,9,TATA,INDIGO LX (TDI) BS-III,1,0,1,0,0,0,1,1,0
8.95,2015,61000,14.28,1798,138.03,8,TOYOTA,COROLLA ALTIS G AT,0,0,0,0,0,1,0,1,0
6.5,2017,6700,21.4,1197,83.1,6,MARUTI,BALENO ZETA 1.2,1,0,0,0,0,1,1,1,0
4.99,2011,88000,13.5,2179,115,12,MAHINDRA,SCORPIO M2DI,0,0,1,0,0,0,1,1,0
5.6,2014,25000,18,1198,86.7,9,HONDA,AMAZE EX I-VTECH,1,0,0,0,0,1,1,1,0
1.6,2006,67000,16.1,1298,88.2,17,MARUTI,SWIFT VXI BSIII,0,0,0,0,0,1,1,1,0
5.75,2014,74000,17,1197,80,9,HYUNDAI,I20 1.2 ASTA OPTION WITH SUNROOF,0,0,0,0,0,1,1,1,0
8,2017,100000,24.52,1248,88.5,6,MARUTI,ERTIGA SHVS VDI,1,0,1,0,0,0,1,0,1
20.9025,2017,98000,15.04,2755,174.5,6,TOYOTA,FORTUNER 2016-2021 2.8 4WD AT BSIV,0,0,1,0,0,0,0,0,1
9.7,2017,21000,14.59,1999,149.92,6,HYUNDAI,ELANTRA 2.0 SX,0,0,0,0,0,1,1,1,0
4.75,2011,230000,11.79,2179,120,12,MAHINDRA,SCORPIO VLS AT 2.2 MHAWK,1,0,1,0,0,0,0,0,1
12.35,2014,112000,13.5,2477,175.56,9,MITSUBISHI,PAJERO SPORT 4X4,0,0,1,0,0,0,1,0,1
1.25,2012,6000,26,624,35,11,TATA,NANO LX,0,0,0,0,0,1,1,0,0
4.5,2013,27000,22.9,1248,74,10,MARUTI,SWIFT VDI,1,0,1,0,0,0,1,1,0
8.95,2016,13000,18,1497,117.3,7,HONDA,CITY I VTEC CVT VX,0,0,0,0,0,1,0,1,0
3.1,2014,89000,32.52,998,58.33,9,MARUTI,WAGON R CNG LXI,0,0,0,0,0,0,1,1,0
13,2018,70000,20.5,1582,126.2,5,HYUNDAI,CRETA 1.6 SX OPTION DIESEL,1,0,1,0,0,0,1,1,0
19.75,2018,16000,15.1,1798,178,5,SKODA,OCTAVIA 1.8 TSI AT L K,0,0,0,0,0,1,0,1,0
2.9,2012,215000,21,1461,64.1,11,MAHINDRA,VERITO 1.5 D6 BSIV,1,0,1,0,0,0,1,1,0
4.5,2013,57000,22.54,1396,88.76,10,HYUNDAI,I20 ERA 1.4 CRDI,0,0,1,0,0,0,1,1,0
13.5,2016,186000,11.36,2755,171.5,7,TOYOTA,INNOVA CRYSTA 2016-2020 2.8 GX AT BSIV,0,0,1,0,0,0,0,0,1
3.85,2014,41123,20.51,998,67.04,9,MARUTI,WAGON R STINGRAY VXI,0,0,0,0,0,1,1,1,0
20.9025,2020,1700,17.01,1968,188,3,AUDI,Q5 40 TDI TECHNOLOGY,0,0,1,0,0,0,0,1,0
4.75,2014,72000,21.14,1498,103.52,9,SKODA,RAPID 1.5 TDI ELEGANCE,0,0,1,0,0,0,1,1,0
2.5,2012,90566,20,1399,68,11,FORD,FIGO DIESEL LXI,0,0,1,0,0,0,1,1,0
14.75,2016,56000,12,2354,187.4,7,HONDA,CR-V 2.4L 4WD AT,0,0,0,0,0,1,0,1,0
8.5,2014,51000,17.2,1968,138.08,9,SKODA,SUPERB ZEAL ELEGANCE 2.0 TDI CR AT,0,0,1,0,0,0,0,1,0
3.35,2015,55000,33.54,998,67.04,8,MARUTI,WAGON R CNG LXI BSIV,0,0,0,0,0,0,1,1,0
5.5,2016,50000,20.85,1197,83.14,7,MARUTI,SWIFT DZIRE VXI,0,0,0,0,0,1,1,1,0
0.4,2002,85000,16.1,796,37,21,MARUTI,800 STD BSII,1,0,0,0,0,1,1,0,0
20.45,2014,70400,18.88,1995,184,9,BMW,3 SERIES 320D LUXURY LINE,0,0,1,0,0,0,0,1,0
4.4,2017,15000,23.1,998,67.04,6,MARUTI,CELERIO ZXI OPTIONAL,1,0,0,0,0,1,1,1,0
9,2018,62000,24.3,1248,88.5,5,MARUTI,VITARA BREZZA ZDI,0,0,1,0,0,0,1,1,0
10.25,2015,45000,17.01,1582,126.2,8,HYUNDAI,CRETA 1.6 CRDI AT SX PLUS,0,0,1,0,0,0,0,1,0
4.25,2019,20000,20.3,1086,68,4,HYUNDAI,SANTRO ERA,1,0,0,0,0,1,1,1,0
1.25,2008,68243,15,1086,66.6,15,HYUNDAI,GETZ 1.1 GVS,0,0,0,0,0,1,1,1,0
6.7,2018,13000,22,1197,81.8,5,MARUTI,SWIFT AMT VXI,0,0,0,0,0,1,0,1,0
4.9,2015,42000,18.5,1197,80,8,HYUNDAI,I20 1.2 MAGNA,0,0,0,0,0,1,1,1,0
9.2,2018,15700,20.28,1462,103.25,5,MARUTI,CIAZ DELTA AUTOMATIC BSIV,0,0,0,0,0,1,0,1,0
5.25,2015,50000,18.19,1197,103.2,8,VOLKSWAGEN,VENTO 1.2 TSI HIGHLINE AT,0,0,0,0,0,1,0,1,0
9.1,2017,70000,24.52,1248,88.5,6,MARUTI,ERTIGA SHVS VDI,0,0,1,0,0,0,1,0,1
2.25,2011,50500,13.7,1368,88.8,12,TATA,MANZA AURA SAFIRE BS IV,0,0,0,0,0,1,1,1,0
6.75,2016,48448,20.73,1373,91.1,7,MARUTI,CIAZ VXI PLUS,0,0,0,0,0,1,1,1,0
11.85,2018,21000,17.4,1497,117.6,5,HONDA,CITY ZX CVT,0,0,0,0,0,1,0,1,0
9.5,2018,51000,24.3,1248,88.5,5,MARUTI,VITARA BREZZA ZDI,0,0,1,0,0,0,1,1,0
3.15,2019,14322,22.7,799,53.64,4,DATSUN,REDIGO A,0,0,0,0,0,1,1,1,0
7.5,2016,64029,17.8,1497,117.3,7,HONDA,CITY I VTEC SV,0,0,0,0,0,1,1,1,0
3.35,2012,37809,17.5,1298,85.8,11,MARUTI,SWIFT DZIRE VXI,0,0,0,0,0,1,1,1,0
4,2009,35000,19,1248,93,14,FIAT,LINEA EMOTION PACK (DIESEL),1,0,1,0,0,0,1,1,0
4,2011,68200,23.59,1364,5,12,TOYOTA,ETIOS GD,1,0,1,0,0,0,1,1,0
4.5,2016,29000,20.51,998,67,7,MARUTI,WAGON R AMT VXI,0,0,0,0,0,1,0,1,0
